phases,pareto_magpie_mat2vec,anion radii diff %,cation radii diff %,cation charge diff,distance from LSSI,distance from LSGSI,Predicted_Order?
Li Ga Ge Cl F,280,40.3,1.3,1.0,7.0,2.8,True
Sr Li Sc I Cl,280,23.4,49.2,1.0,20.0,22.2,False
Li Hf Zn S I,280,21.2,3.5,2.0,10.6,9.0,False
Li Zn W Se Cl,280,10.2,14.8,4.0,10.5,8.2,False
Li Sc V I Br,281,13.2,13.8,2.0,15.3,14.2,False
Li Ta V I O,281,63.5,5.5,0.0,14.5,12.8,False
Sr Li Sc Se N,281,39.4,49.2,1.0,21.7,23.6,False
Rb Li P S F,281,42.9,201.8,4.0,13.4,16.4,True
Li Hf Sn Se S,281,8.2,2.4,0.0,9.6,8.0,False
Rb Li Ta S Br,281,7.1,102.4,4.0,19.6,21.8,False
Li La Ga S Br,281,7.1,54.2,0.0,11.6,11.8,False
Li Sc Nb Br F,281,52.9,7.9,2.0,16.1,15.0,False
Sr Li Sc Te I,281,0.5,49.2,1.0,19.7,21.6,False
Li Sc W Se S,281,8.2,15.4,3.0,15.0,13.6,False
Li Ta Te Mo Cl,281,24.0,5.8,1.0,14.8,13.0,False
Rb Li Sn Br Cl,281,9.0,100.0,3.0,14.1,16.6,False
Li La Ta Se Br,281,1.1,42.9,2.0,17.2,17.4,False
Rb Li Zn I O,281,63.5,88.6,1.0,15.1,17.4,True
Li Y Hf S N,281,28.8,22.4,1.0,20.5,21.8,False
Li Y Ta S N,281,28.8,26.8,2.0,20.1,21.4,False
Cs Li Sn Br F,281,52.9,118.1,3.0,14.5,17.0,True
Sr Li W I N,281,56.1,72.2,4.0,19.1,21.0,False
Li Y Zr Se O,281,46.0,20.9,1.0,19.1,20.4,False
Li Y Zr Se Br,281,1.1,20.9,1.0,18.9,20.2,False
Li Ti W Se O,281,46.0,11.1,2.0,14.5,12.8,False
Li La I O F,281,73.1,,,11.3,14.0,True
Rb Li Si Br F,281,52.9,207.4,3.0,13.9,16.4,True
Li Hf Zn Br N,281,37.9,3.5,2.0,12.4,10.8,False
Li La Y Br F,281,52.9,12.7,0.0,23.0,24.6,False
Rb Li V Te F,281,73.9,113.5,4.0,20.0,22.2,False
Li Sn Te W N,281,56.8,8.3,2.0,10.7,8.4,False
Sr Li La Te S,281,21.8,12.6,1.0,23.5,25.4,False
Li Hf Zr I O,281,63.5,1.2,0.0,15.6,14.2,False
Li In W I F,281,73.1,22.6,3.0,9.6,7.6,False
Rb Li S N F,281,42.9,,,13.4,16.2,True
Cs Li Sn I Cl,281,23.4,118.1,3.0,14.1,16.6,False
Li Al Ge I Cl,281,23.4,14.1,1.0,6.5,2.4,False
Rb Li B S N,281,28.8,304.9,2.0,15.0,17.4,True
Rb Ba Li Se Cl,281,10.2,11.4,1.0,27.6,29.8,False
Li Sc W S Br,281,7.1,15.4,3.0,14.4,13.0,False
Li Y Ge I F,281,73.1,35.1,1.0,12.4,14.0,False
Li Sc In I Br,281,13.2,6.2,0.0,10.1,9.0,False
Cs Li Mo S I,281,21.2,133.5,5.0,18.8,21.0,False
Li V W I F,281,73.1,1.4,1.0,14.5,12.8,False
Li La Zr I Cl,281,23.4,36.3,1.0,18.1,18.6,False
K Sr Li I F,281,73.1,15.2,1.0,27.5,30.0,False
Li La W Se I,282,12.0,52.9,3.0,16.0,16.2,False
Rb Li Zr O F,282,5.9,93.0,3.0,20.7,23.0,False
Li Hf Sb S I,282,21.2,2.4,1.0,8.4,8.0,False
Sr Li Ge I F,282,73.1,71.4,2.0,13.0,15.2,False
Cs Li Ga Se Cl,282,10.2,138.2,2.0,14.8,17.0,False
Rb Li Y Se F,282,54.6,59.6,2.0,26.4,28.6,False
Li Y Zn Se N,282,39.4,18.2,1.0,15.9,17.2,False
Li Zr Sc Te N,282,56.8,2.9,1.0,18.4,17.0,False
Cs Li Sn Te I,282,0.5,118.1,3.0,13.8,16.0,False
Li Hf P Cl F,282,40.3,54.5,1.0,9.7,9.2,True
Sr Li V Se N,282,39.4,69.8,3.0,20.5,22.4,False
Cs Li Ti Br F,282,52.9,112.5,3.0,20.9,23.4,False
Cs Li Ti Br F,282,52.9,112.5,3.0,20.9,23.4,False
Li Nb V I F,282,73.1,5.5,0.0,15.2,13.6,False
Li Gd P S I,282,21.2,95.5,2.0,10.8,12.4,False
Li Y V Te O,282,64.3,33.8,2.0,18.3,19.6,False
Rb Li Zr Te I,282,0.5,93.0,3.0,20.4,22.6,False
Li La Ta I N,282,56.1,42.9,2.0,18.4,18.6,False
Rb Li Y Te S,282,21.8,59.6,2.0,26.6,28.8,False
Rb Li Ge Se O,282,46.0,115.6,3.0,13.6,15.8,True
Rb Sr Li Se I,282,12.0,25.8,1.0,27.0,29.2,False
Li Nb V I F,282,73.1,5.5,0.0,15.2,13.6,False
Li Hf Te S I,282,21.8,,,8.4,8.6,False
Li Nb Mo Se Br,282,1.1,5.8,1.0,14.3,12.4,False
Li Gd P S I,282,21.2,95.5,2.0,10.8,12.4,False
Li Sc W Se O,282,46.0,15.4,3.0,14.8,13.4,False
Li Hf Sc S O,282,34.9,4.1,1.0,16.0,14.6,False
Li Sc Ta Se Br,282,1.1,7.9,2.0,15.6,14.2,False
Sr Li Ta I Cl,282,23.4,61.0,3.0,19.2,21.4,False
Li Al B Br Cl,282,9.0,64.6,0.0,6.5,2.6,True
Li Y Hf S Br,282,7.1,22.4,1.0,18.5,19.8,False
Rb Li B N Cl,282,26.5,304.9,2.0,14.8,17.2,True
Cs Li Ge Te Cl,282,24.0,135.1,3.0,14.0,16.2,False
Li Hf Te N F,282,73.9,,,9.4,8.4,True
Li Ta V Br Cl,282,9.0,5.5,0.0,15.3,13.8,False
Li La Te Mo Se,282,12.5,51.2,3.0,17.2,17.4,False
Li Sc W N F,282,10.9,15.4,3.0,16.4,15.0,False
Li Zn W I F,282,73.1,14.8,4.0,10.8,8.8,False
Li Zr Nb I Br,282,13.2,4.9,1.0,15.4,14.2,False
Li Gd Te Cl F,282,73.9,,,12.1,15.0,True
Li Al B Br N,282,37.9,64.6,0.0,7.4,3.2,False
Li Mg Mo I Br,282,13.2,11.0,4.0,10.7,8.8,False
Cs Li Ta S I,282,21.2,120.7,4.0,19.6,21.8,False
Sr Li Te Mo Se,283,12.5,70.3,4.0,18.9,20.8,False
Li Hf Sb Te Cl,283,24.0,2.4,1.0,9.2,8.8,False
Li Y Nb Te N,283,56.8,26.8,2.0,20.3,21.6,False
Li Gd Nb S Cl,283,1.8,31.1,2.0,17.6,18.4,False
Li Ca Hf S F,283,42.9,34.1,2.0,19.4,21.2,False
Li Nb Ga Cl F,283,40.3,7.9,2.0,10.6,9.0,False
Li Hf Sc S Cl,283,1.8,4.1,1.0,16.0,14.6,False
Li In Ge Br Cl,283,9.0,22.1,1.0,6.5,2.2,False
K Li B Br N,283,37.9,270.7,2.0,14.4,16.8,True
Li Sc Ta N O,283,4.8,7.9,2.0,17.2,15.8,False
Li Ta Zn I N,283,56.1,7.3,3.0,12.0,10.2,False
Li Zr V Te Se,283,12.5,10.6,1.0,15.9,14.4,False
Li Hf Al Te F,283,73.9,25.9,1.0,10.8,9.2,False
Li V W Se Br,283,1.1,1.4,1.0,14.0,12.0,False
Li Al Ge I N,283,56.1,14.1,1.0,7.4,3.0,False
Cs Sr Li Te F,283,73.9,37.1,1.0,28.0,30.2,False
Rb Sr Li Te Cl,283,24.0,25.8,1.0,27.6,29.8,False
Rb Li Y Se I,283,12.0,59.6,2.0,25.8,28.0,False
Li Hf Ge S N,283,28.8,10.4,0.0,10.8,9.2,False
Li Hf Sb Se Cl,283,10.2,2.4,1.0,9.0,8.6,False
Li Zr Sc I Br,283,13.2,2.9,1.0,16.3,15.2,False
Sr Li Ga I Br,283,13.2,73.7,1.0,13.6,15.8,False
Li Mo W I F,283,73.1,1.1,0.0,14.3,12.4,False
Li Hf Sb Te Cl,283,24.0,2.4,1.0,9.2,8.8,False
Li Hf Sb Te O,283,64.3,2.4,1.0,9.2,8.8,False
Li La Ge Se Br,283,1.1,52.2,1.0,10.8,11.0,False
Rb Sr Li Se F,283,54.6,25.8,1.0,27.6,29.8,False
Cs K Li I O,283,63.5,19.1,0.0,28.1,30.4,False
Li La P I F,283,73.1,113.1,2.0,11.1,12.4,False
Li La P I Br,283,13.2,113.1,2.0,10.7,12.0,False
Li Hf Se S I,283,21.2,,,8.4,8.8,False
Rb Li Zr Cl F,283,40.3,93.0,3.0,21.3,23.8,False
Li Hf Mg S N,283,28.8,1.2,2.0,13.0,11.4,False
K Rb Li Se O,283,46.0,9.2,0.0,28.4,30.6,False
Rb Li Mg Te Cl,283,24.0,93.0,1.0,16.0,18.2,False
Li Hf Se N F,283,54.6,,,9.2,8.2,True
Li Al In I Br,283,13.2,39.3,0.0,7.1,3.0,False
Li Hf P S I,283,21.2,54.5,1.0,8.4,7.6,False
Cs Li In Te Br,283,13.7,92.6,2.0,14.6,16.8,False
Li Nb Te W Br,283,13.7,7.0,1.0,14.3,12.4,False
Li V W I Br,283,13.2,1.4,1.0,14.1,12.4,False
Li La P I F,283,73.1,113.1,2.0,11.1,12.4,False
Li Ta Si Te Br,283,13.7,51.9,1.0,8.8,7.0,False
Li La In I O,284,63.5,24.7,0.0,11.3,11.6,False
Li Ta Te S I,284,21.8,,,8.2,8.2,False
Li Ga B Br Cl,284,9.0,85.4,0.0,6.4,2.4,True
Li Nb Ge I N,284,56.1,6.5,1.0,9.9,8.0,False
Li Gd B Te Se,284,12.5,162.2,0.0,12.0,13.0,False
Rb Li Zr Te F,284,73.9,93.0,3.0,21.0,23.2,False
Li La Ge S I,284,21.2,52.2,1.0,10.4,10.6,False
Li Nb Te W F,284,73.9,7.0,1.0,14.7,12.8,False
Cs Li W Cl F,284,40.3,136.1,5.0,19.9,22.4,False
Rb Li Sb Te N,284,56.8,100.0,2.0,14.8,17.6,False
Rb Li V Te Se,284,12.5,113.5,4.0,20.2,22.4,False
Ba Li Gd Se Cl,284,10.2,38.6,1.0,24.4,26.4,False
Li Sc Te Mo Br,284,13.7,14.2,3.0,15.0,13.6,False
Li Mo I N F,284,73.1,,,8.7,7.4,True
Cs Li P I F,284,73.1,229.1,4.0,13.9,17.2,True
Li Hf B Te N,284,56.8,107.3,1.0,11.0,9.6,False
Li Hf Te P Se,284,12.5,54.5,1.0,9.6,8.8,False
Sr Li Y Se O,284,46.0,26.9,1.0,25.3,27.2,False
Cs Sr Li Cl F,284,40.3,37.1,1.0,28.3,30.8,False
Cs Li Mg Br Cl,284,9.0,110.5,1.0,16.3,18.8,False
Li Hf Mg Se Cl,284,10.2,1.2,2.0,11.4,9.8,False
Li Gd Ti Se F,284,54.6,26.2,1.0,18.4,19.2,False
Sr Li La Te I,284,0.5,12.6,1.0,22.9,24.8,False
Li Hf Si Te N,284,56.8,57.4,0.0,11.0,9.4,False
Li Ta V S O,284,34.9,5.5,0.0,14.8,13.0,False
Li Hf Mg Te Cl,284,24.0,1.2,2.0,11.6,10.0,False
Li Te Mo W I,284,0.5,1.1,0.0,13.8,11.6,False
Cs Li Zr Se I,284,12.0,110.5,3.0,20.4,22.6,False
Sr Li La Te I,284,0.5,12.6,1.0,22.9,24.8,False
Li Zr Ta S Br,284,7.1,4.9,1.0,15.3,13.8,False
Li Ta Ti I N,284,56.1,3.9,1.0,16.5,14.8,False
Li Hf Sb Se O,284,46.0,2.4,1.0,9.0,8.6,False
Li Y Zr Se S,284,8.2,20.9,1.0,19.3,20.6,False
Rb Li Si N F,284,10.9,207.4,3.0,15.0,17.2,True
Li Ta Ge Br F,284,52.9,6.5,1.0,9.5,8.0,True
Li Hf Si Se F,284,54.6,57.4,0.0,9.2,7.6,False
K Sr Li Te Se,284,12.5,15.2,1.0,27.8,30.0,False
Li Sb Te W Se,284,12.5,8.3,3.0,8.9,7.8,False
Li Ti V Te Se,284,12.5,9.5,1.0,15.7,14.0,False
Li Hf Si Se Br,285,1.1,57.4,0.0,8.8,7.2,False
Li Hf Sc N O,285,4.8,4.1,1.0,17.6,16.2,False
Li Hf In N O,285,4.8,10.6,1.0,11.4,9.8,True
Sr Li Nb I N,285,56.1,61.0,3.0,19.9,21.8,False
Li Mg Ta Te F,285,73.9,4.9,3.0,11.6,9.8,False
Li Zr Ta Te Cl,285,24.0,4.9,1.0,15.9,14.4,False
Li Hf Sn S I,285,21.2,2.4,0.0,8.8,7.2,False
Cs Sr Li Te N,285,56.8,37.1,1.0,29.6,31.8,False
Li Hf Zn Cl F,285,40.3,3.5,2.0,11.9,10.6,True
Li Hf Zn Te O,285,64.3,3.5,2.0,11.4,9.8,False
Li La B N Cl,285,26.5,185.9,0.0,12.2,12.6,True
Cs Li In Se Br,285,1.1,92.6,2.0,14.4,16.6,False
Li Sc Ga I Br,285,13.2,16.4,0.0,10.3,9.2,False
Cs Li Zr Br Cl,285,9.0,110.5,3.0,21.1,23.6,False
Cs Li Zr Br Cl,285,9.0,110.5,3.0,21.1,23.6,False
Li Hf Sb Br N,285,37.9,2.4,1.0,9.6,8.6,False
Cs Li Ge Se Cl,285,10.2,135.1,3.0,13.8,16.0,False
Li Ta Sb Te Cl,285,24.0,1.2,2.0,9.0,8.4,False
Cs Li W Se Br,285,1.1,136.1,5.0,19.0,21.2,False
Li Ca Al I F,285,73.1,68.9,1.0,14.1,16.2,False
Rb Li W S I,285,21.2,116.5,5.0,18.4,20.6,False
Cs Li B S I,285,21.2,341.5,2.0,13.0,15.4,False
Sr Li Sc Te O,285,64.3,49.2,1.0,20.1,22.0,False
Li Hf Zn Te Cl,285,24.0,3.5,2.0,11.4,9.8,False
Ba Li Ca I N,285,56.1,30.7,0.0,27.4,29.4,False
Li Gd Ta S F,285,42.9,31.1,2.0,18.0,18.8,False
Li Sc Nb N F,285,10.9,7.9,2.0,17.2,15.8,False
Ba Li La Cl F,285,40.3,27.1,1.0,23.9,26.2,False
Li Al Ga I N,285,56.1,12.6,0.0,8.4,4.0,False
Rb Li S Br N,285,37.9,,,13.0,15.8,True
Li Ge W I Cl,285,23.4,0.4,2.0,8.6,6.6,False
Rb Li Al Te Br,285,13.7,145.9,2.0,14.8,17.0,False
Li Al B I Cl,285,23.4,64.6,0.0,6.3,2.4,True
Li Ta V S F,285,42.9,5.5,0.0,15.0,13.2,False
Li Y Sc I N,285,56.1,17.5,0.0,20.3,21.6,False
Li Sc In I F,285,73.1,6.2,0.0,10.5,9.4,False
Li Hf Ge Te Se,285,12.5,10.4,0.0,9.8,8.2,False
Li La Te W N,285,56.8,52.9,3.0,18.4,18.6,False
Li Zr Sc I F,285,73.1,2.9,1.0,16.7,15.6,False
Li Nb Ga I N,285,56.1,7.9,2.0,10.9,9.0,False
Li Al I Br F,285,73.1,,,7.3,5.4,True
Rb Li Zn Te N,285,56.8,88.6,1.0,17.6,19.8,False
Rb Li Sb Se N,285,39.4,100.0,2.0,14.6,17.4,False
Li Ta Nb Se I,285,12.0,0.0,0.0,14.8,13.0,False
Li Ta B I F,285,73.1,100.0,2.0,9.1,7.8,True
K Li La Te Br,285,13.7,29.7,2.0,23.8,26.0,False
Li Sc In I F,285,73.1,6.2,0.0,10.5,9.4,False
Li Ca La Te I,285,0.5,2.8,1.0,22.8,24.6,False
Rb Li Ti Te O,286,64.3,94.9,3.0,20.4,22.6,False
Li Nb W I Cl,286,23.4,7.0,1.0,14.4,12.8,False
Li La B I O,286,63.5,185.9,0.0,10.3,10.8,True
Cs Rb Li Br O,286,44.4,9.0,0.0,28.5,30.8,False
Rb Li Ti Te Se,286,12.5,94.9,3.0,20.8,23.0,False
Li Ta Ga Br F,286,52.9,7.9,2.0,10.5,9.0,False
Li Sc Te Mo F,286,73.9,14.2,3.0,15.4,14.0,False
K Li La Se Br,286,1.1,29.7,2.0,23.6,25.8,False
Li La Zn I Br,286,13.2,33.2,1.0,12.9,13.4,False
Li Ta Ti S I,286,21.2,3.9,1.0,14.9,13.2,False
Rb Li Mg Se Cl,286,10.2,93.0,1.0,15.8,18.0,False
Li Zr Ta Br F,286,52.9,4.9,1.0,16.2,15.0,False
Rb Li Sb N O,286,4.8,100.0,2.0,14.2,17.0,True
Li In B I N,286,56.1,129.3,0.0,7.0,2.6,False
Li Ga Ge Br Cl,286,9.0,1.3,1.0,6.6,2.4,False
Rb Li Te I O,286,64.3,,,12.9,17.0,True
Li Ca In Br F,286,52.9,21.3,1.0,13.9,16.0,False
Li Zr Ta Br N,286,37.9,4.9,1.0,16.9,15.4,False
Li Ta I Br F,286,73.1,,,9.9,10.6,True
Li Y Nb Te Se,286,12.5,26.8,2.0,18.9,20.2,False
Li Ti W Se S,286,8.2,11.1,2.0,14.7,13.0,False
Li Sc W Se I,286,12.0,15.4,3.0,14.4,13.0,False
Rb Li Al S I,286,21.2,145.9,2.0,14.2,16.4,False
Li Y Ga I F,286,73.1,36.8,0.0,13.4,15.0,False
Rb Li In Te N,286,56.8,76.6,2.0,16.4,18.6,False
Li Ge I N Cl,286,56.1,,,5.7,1.6,True
Li Gd Sb Cl F,286,40.3,29.5,0.0,12.1,14.4,False
Cs Li Te Mo Br,286,13.7,133.5,5.0,19.4,21.6,False
K Ba Li I F,286,73.1,2.0,1.0,27.7,30.2,False
Li La Zn I F,286,73.1,33.2,1.0,13.3,13.8,False
Cs Li Ge S F,286,42.9,135.1,3.0,13.8,16.0,True
Rb Li P I O,286,63.5,201.8,4.0,12.9,16.0,True
Rb Li Te N O,286,64.3,,,13.6,16.4,True
Li La Ge Te Br,286,13.7,52.2,1.0,11.0,11.2,False
Li Y Ti Te N,286,56.8,22.1,1.0,20.7,22.0,False
Cs K Li S I,286,21.2,19.1,0.0,28.0,30.2,False
Sr Li Zr Se N,287,39.4,53.5,2.0,21.5,23.4,False
Li Sc Te Mo N,287,56.8,14.2,3.0,17.0,15.6,False
Li Ta Sn Te Cl,287,24.0,1.2,1.0,9.4,7.6,False
Li Sc Ge I F,287,73.1,14.9,1.0,9.7,8.6,False
Rb Li Ga Te O,287,64.3,118.4,2.0,14.8,17.0,False
Li In B Br F,287,52.9,129.3,0.0,6.5,2.4,True
Cs Li Ca S Br,287,7.1,58.8,1.0,27.0,29.2,False
Rb Li Ta S F,287,42.9,102.4,4.0,20.0,22.2,False
K Li Ta I Cl,287,23.4,85.4,4.0,19.9,22.4,False
Li Ti Te W F,287,73.9,11.1,2.0,14.9,13.2,False
K Li La I O,287,63.5,29.7,2.0,23.3,25.6,False
Li La Ta Cl F,287,40.3,42.9,2.0,18.1,18.6,False
K Sr Li I Br,287,13.2,15.2,1.0,27.1,29.6,False
Ba Li Al Br N,287,37.9,120.7,1.0,15.2,17.2,False
Li Ca Ga Br Cl,287,9.0,50.0,1.0,13.9,16.0,False
Li Hf Te Br N,287,56.8,,,9.0,8.0,True
Li La Te W Br,287,13.7,52.9,3.0,16.4,16.6,False
Li Ta Si Te S,287,21.8,51.9,1.0,9.2,7.4,False
Rb Li Al Se Br,287,1.1,145.9,2.0,14.6,16.8,False
Rb Li P Se Br,287,1.1,201.8,4.0,13.2,16.2,False
Li La B Te I,287,0.5,185.9,0.0,10.6,11.0,False
K Li Ta I Cl,287,23.4,85.4,4.0,19.9,22.4,False
Li Gd Te W O,287,64.3,40.2,3.0,17.2,18.0,False
Li Y Nb I F,287,73.1,26.8,2.0,18.6,20.2,False
Li In Mo I N,287,56.1,21.3,3.0,10.4,8.2,False
Rb Li V Te O,287,64.3,113.5,4.0,19.8,22.0,False
Li Hf B Se N,287,39.4,107.3,1.0,10.8,9.4,False
Rb Li P Br Cl,287,9.0,201.8,4.0,13.7,17.0,True
Li Gd Sn Se F,287,54.6,29.5,1.0,12.0,12.8,False
Cs Li Nb Te N,287,56.8,120.7,4.0,22.0,24.2,False
Cs Li Nb S Br,287,7.1,120.7,4.0,19.6,21.8,False
Rb Sr Li Te S,287,21.8,25.8,1.0,27.8,30.0,False
Li Hf Sn N F,287,10.9,2.4,0.0,11.0,9.4,True
Li Zr V Te N,287,56.8,10.6,1.0,17.3,15.8,False
Li Ca La Se I,287,12.0,2.8,1.0,22.6,24.4,False
Rb Li Se I O,287,63.5,,,12.9,17.2,True
Sr Li Sc S N,287,28.8,49.2,1.0,21.5,23.4,False
Li B Mo I Cl,287,23.4,89.0,3.0,8.5,6.8,True
K Li B Cl F,287,40.3,270.7,2.0,13.9,16.6,True
Li Ta W S F,287,42.9,7.0,1.0,14.4,12.6,False
Li Gd Te Se Br,287,13.7,,,11.2,13.8,False
Li Y Hf I O,287,63.5,22.4,1.0,18.4,19.8,False
Li Sc V I F,287,73.1,13.8,2.0,15.7,14.6,False
Cs Li Nb Te F,287,73.9,120.7,4.0,20.4,22.6,False
Li Ta Ga Te S,288,21.8,7.9,2.0,10.4,8.6,False
Rb Li Zn Br F,288,52.9,88.6,1.0,16.1,18.6,True
Cs Li Mo Se Br,288,1.1,133.5,5.0,19.2,21.4,False
Rb Li Ga Se O,288,46.0,118.4,2.0,14.6,16.8,True
Rb Li Ti Br Cl,288,9.0,94.9,3.0,20.5,23.0,False
Li Hf Sn Te O,288,64.3,2.4,0.0,9.6,8.0,False
Li Hf Ta S O,288,34.9,3.7,1.0,15.4,13.8,False
Rb Li Ti Se N,288,39.4,94.9,3.0,22.0,24.2,False
Rb Li Te P Br,288,13.7,201.8,4.0,13.4,16.4,False
Li Sc W Br F,288,52.9,15.4,3.0,15.3,14.2,False
Li Nb Mo I Cl,288,23.4,5.8,1.0,14.6,13.0,False
Cs Li Te W S,288,21.8,136.1,5.0,19.6,21.8,False
Cs Li B S Br,288,7.1,341.5,2.0,13.2,15.6,False
Cs Li Gd Se S,288,8.2,68.4,2.0,25.6,27.8,False
Li Gd Sn Se Br,288,1.1,29.5,1.0,11.6,12.4,False
Li Nb In I Cl,288,23.4,14.6,2.0,9.8,8.2,False
Rb Li Y O F,288,5.9,59.6,2.0,26.3,28.6,True
Li In Ga N F,288,10.9,23.7,0.0,8.7,4.2,False
Rb Li V Se N,288,39.4,113.5,4.0,21.4,23.6,False
Cs Li Zn Te Se,288,12.5,105.7,1.0,16.4,18.6,False
Li Hf Sc Br O,288,44.4,4.1,1.0,15.9,14.6,False
Li Hf V I O,288,63.5,9.3,1.0,14.7,13.2,False
Sr Li Ta Se Cl,288,10.2,61.0,3.0,19.1,21.0,False
Li La B Se I,288,12.0,185.9,0.0,10.4,10.8,False
Li La Nb Br O,288,44.4,42.9,2.0,16.9,17.2,False
Li Sc Mo Se F,288,54.6,14.2,3.0,15.2,13.8,False
Li Sn W Se N,288,39.4,8.3,2.0,10.5,8.2,False
Li Gd Zn Se N,288,39.4,22.2,1.0,15.4,16.2,False
Rb Li In Se N,288,39.4,76.6,2.0,16.2,18.4,False
Li Sc Nb Te S,288,21.8,7.9,2.0,16.0,14.6,False
Rb Li Mg I O,288,63.5,93.0,1.0,15.3,17.6,False
Li In W I Br,288,13.2,22.6,3.0,9.2,7.2,False
Ba Li Br Cl F,288,52.9,,,14.1,18.6,True
Rb Li Sn I O,288,63.5,100.0,3.0,13.3,15.6,False
Rb Li Ca Te F,288,73.9,45.6,1.0,27.6,29.8,False
Cs Li Ti Te I,288,0.5,112.5,3.0,20.2,22.4,False
K Li I N F,288,73.1,,,13.5,16.6,True
Li In I Br N,288,56.1,,,5.9,2.2,True
Li Y Zn Te N,288,56.8,18.2,1.0,16.1,17.4,False
Li Hf B S Cl,288,1.8,107.3,1.0,8.8,7.4,True
Li Ti Te W O,288,64.3,11.1,2.0,14.7,13.0,False
Rb Li P S O,288,34.9,201.8,4.0,13.2,16.2,True
Sr Li Hf S F,289,42.9,55.3,2.0,19.5,21.4,False
Li La Te Mo I,289,0.5,51.2,3.0,16.4,16.6,False
Li La Br N Cl,289,37.9,,,11.1,12.2,True
Li Sc Ta Se S,289,8.2,7.9,2.0,16.0,14.6,False
Cs Li S I Br,289,21.2,,,13.5,18.2,False
Li Sc Mo Se N,289,39.4,14.2,3.0,16.8,15.4,False
Li La Te I Br,289,13.7,,,10.7,13.0,False
Rb Li S I Cl,289,23.4,,,13.5,18.2,False
Li Nb Mo I N,289,56.1,5.8,1.0,15.5,13.6,False
Li Sc Nb Br N,289,37.9,7.9,2.0,16.8,15.4,False
Rb Li Se N O,289,46.0,,,13.4,16.2,True
Li Gd Al Br O,289,44.4,59.3,0.0,12.5,13.4,False
Li Y Zr Te Br,289,13.7,20.9,1.0,19.1,20.4,False
Li La Mo N F,289,10.9,51.2,3.0,18.2,18.4,False
Li La Sb I F,289,73.1,41.2,0.0,11.1,12.8,False
Li La V I Cl,289,23.4,50.7,2.0,17.1,17.6,False
Li Nb W Se N,289,39.4,7.0,1.0,16.1,14.2,False
Li Mg Nb I F,289,73.1,4.9,3.0,11.4,9.8,False
Li Gd Te Mo Cl,289,24.0,38.7,3.0,17.4,18.2,False
Rb Li Zr Br O,289,44.4,93.0,3.0,20.3,22.6,False
Li Sc Ta Br Cl,289,9.0,7.9,2.0,16.1,15.0,False
Sr Li Ta S N,289,28.8,61.0,3.0,20.7,22.6,False
Li Hf Se Br N,289,39.4,,,8.8,7.8,True
Rb Li I Br O,289,63.5,,,13.5,18.2,True
Rb Li Te Mo Se,289,12.5,114.2,5.0,19.8,22.0,False
Li Gd Mg Se N,289,39.4,25.0,1.0,15.6,16.4,False
Li La I Br O,289,63.5,,,10.9,13.6,True
Rb Li Ta S I,289,21.2,102.4,4.0,19.4,21.6,False
Li Mg Ta Te S,289,21.8,4.9,3.0,11.6,9.8,False
Li Gd Mg Br O,289,44.4,25.0,1.0,13.5,14.4,False
Li Hf Zn Se Br,289,1.1,3.5,2.0,11.0,9.4,False
Li La Hf Te O,289,64.3,37.9,1.0,18.0,18.2,False
Li Zr Ti Te Se,289,12.5,1.0,0.0,16.5,15.0,False
Li Ca Hf Te Se,289,12.5,34.1,2.0,20.0,21.8,False
Li Ta Nb N F,289,10.9,0.0,0.0,16.8,15.0,False
Ba Li La Te I,289,0.5,27.1,1.0,23.0,25.0,False
Li Sc Nb Br N,289,37.9,7.9,2.0,16.8,15.4,False
Li Hf Sn Te Cl,289,24.0,2.4,0.0,9.6,8.0,False
Li Y Zr Te F,289,73.9,20.9,1.0,19.5,20.8,False
Rb Li Sc S N,289,28.8,87.6,2.0,22.4,24.6,False
Li Sc Mo Se Br,289,1.1,14.2,3.0,14.8,13.4,False
Li Ta Zn Te F,289,73.9,7.3,3.0,11.4,9.6,False
Cs Li Ta Se S,290,8.2,120.7,4.0,20.4,22.6,False
Rb Li Ca Se F,290,54.6,45.6,1.0,27.4,29.6,False
Li Sc Ta Se I,290,12.0,7.9,2.0,15.4,14.0,False
Li B Mo I N,290,56.1,89.0,3.0,9.4,7.4,True
Li Sc Ta Se F,290,54.6,7.9,2.0,16.0,14.6,False
Cs Li Y Br Cl,290,9.0,74.0,2.0,26.7,29.2,False
Cs Li Y Br Cl,290,9.0,74.0,2.0,26.7,29.2,False
Li Gd Sc S F,290,42.9,21.5,0.0,18.8,19.6,False
Li La W Br Cl,290,9.0,52.9,3.0,16.7,17.2,False
Li Hf Ti Cl F,290,40.3,0.2,0.0,16.5,15.2,False
Li Gd Ga Te N,290,56.8,41.4,0.0,14.6,15.4,False
Li Sc Nb Se S,290,8.2,7.9,2.0,15.8,14.4,False
Li Ca Ge Br F,290,52.9,48.1,2.0,13.1,15.2,True
Li Ge B Br F,290,52.9,87.8,1.0,6.1,1.6,True
Li La Nb Te N,290,56.8,42.9,2.0,19.2,19.4,False
Li Ta Ga Te Cl,290,24.0,7.9,2.0,10.2,8.4,False
Li La Ge Te I,290,0.5,52.2,1.0,10.8,11.0,False
Rb Li Y Te Br,290,13.7,59.6,2.0,26.2,28.4,False
Ba Li Ca Cl F,290,40.3,30.7,0.0,27.1,29.4,False
Li Ga W I Cl,290,23.4,0.9,3.0,9.6,7.6,False
