phases,leaf,mat2vec
Bi Cr Y,1.15,1.793
Ag Cr Zr,1.256,1.83
Cd Cr Zr,0.635,2.257
Cr Cs Zr,1.179,2.75
Ba Cr Zr,0.914,2.005
Cr Hf Zr,1.158,2.548
Cr Os Zr,1.09,3.398
Cr Ir Zr,1.315,2.642
Cr Pt Zr,0.842,2.12
Au Cr Zr,0.815,1.891
Cr Hg Zr,0.85,2.977
Cr Tl Zr,1.001,3.037
Cr Pb Zr,0.928,1.858
Cr In Nb,0.889,2.259
Cr Nb Sn,0.857,1.974
Cr Cs Nb,1.395,3.136
Ba Cr Nb,1.152,2.424
Cr Hg Nb,1.094,3.354
Cr Nb Tl,1.231,3.412
Cr Nb Pb,1.165,2.285
Bi Cr Nb,1.318,2.295
Ag Cr Mo,1.517,2.013
Cd Cr Mo,0.964,2.431
Cr In Mo,0.952,2.014
Cr Mo Sn,0.921,1.721
Cr Cs Mo,1.447,2.914
Ba Cr Mo,1.208,2.184
Cr Hf Mo,1.428,2.716
Cr Mo Os,1.366,3.552
Cr Ir Mo,1.571,2.808
Cr Mo Pt,1.145,2.296
Au Cr Mo,1.121,2.072
Cr Hg Mo,1.152,3.138
Cr Mo Tl,1.286,3.196
Cr Mo Pb,1.221,2.04
Bi Cr Mo,1.372,2.051
Ag Cd Cr,1.168,2.464
Ag Cr In,1.157,2.049
Ag Cr Sn,1.129,1.757
Ag Cr Cs,1.619,2.946
Ag Ba Cr,1.395,2.218
Ag Cr Hf,1.601,2.748
Ag Cr Ta,1.254,2.392
Ag Cr W,1.678,2.702
Ag Cr Os,1.543,3.581
Ag Cr Ir,1.736,2.84
Ag Cr Pt,1.336,2.33
Ag Au Cr,1.313,2.106
Ag Cr Hg,1.342,3.168
Ag Cr Tl,1.468,3.227
Ag Cr Pb,1.407,2.075
Ag Bi Cr,1.548,2.086
Cd Cr In,0.505,2.466
Cd Cr Sn,0.466,2.188
Cd Cr Cs,1.088,3.324
Ba Cd Cr,0.812,2.627
Cd Cr Hf,1.066,3.135
Cd Cr Ta,0.631,2.793
Cd Cr W,1.159,3.09
Cd Cr Os,0.995,3.936
Cd Cr Ir,1.228,3.222
Cd Cr Pt,0.737,2.734
Au Cd Cr,0.708,2.521
Cd Cr Hg,0.745,3.538
Cd Cr Tl,0.902,3.594
Cd Cr Pb,0.827,2.491
Bi Cd Cr,1.002,2.501
Cr In Sn,0.452,1.758
Cr Cs In,1.077,2.947
Ba Cr In,0.8,2.219
Cr In Ta,0.618,2.393
Cr In W,1.148,2.703
Cr In Os,0.984,3.582
Cr In Ir,1.218,2.841
Au Cr In,0.696,2.108
Cr Hg In,0.733,3.17
Cr In Tl,0.891,3.228
Cr In Pb,0.815,2.076
Bi Cr In,0.991,2.087
Cr Cs Sn,1.047,2.684
Ba Cr Sn,0.767,1.933
Cr Hf Sn,1.025,2.481
Cr Sn Ta,0.582,2.113
Cr Sn W,1.12,2.433
Cr Os Sn,0.953,3.337
Cr Hg Sn,0.699,2.913
Cr Sn Tl,0.859,2.973
Cr Pb Sn,0.782,1.785
Bi Cr Sn,0.96,1.796
Ba Cr Cs,1.322,3.1
Cr Cs Hf,1.532,3.583
Cr Cs Ta,1.176,3.258
Cr Cs W,1.612,3.541
Cr Cs Os,1.473,4.351
Cr Cs Ir,1.671,3.667
Cr Cs Pt,1.261,3.202
Au Cr Cs,1.238,2.999
Cr Cs Hg,1.268,3.97
Cr Cs Tl,1.396,4.023
Cr Cs Pb,1.334,2.971
Bi Cr Cs,1.479,2.98
Ba Cr Hf,1.301,2.906
Ba Cr Ta,0.911,2.556
Ba Cr W,1.387,2.861
Ba Cr Os,1.237,3.726
Ba Cr Ir,1.451,2.996
Ba Cr Pt,1.005,2.495
Au Ba Cr,0.979,2.276
Ba Cr Hg,1.012,3.319
Ba Cr Tl,1.153,3.377
Ba Cr Pb,1.085,2.245
Ba Bi Cr,1.243,2.256
Cr Hf Ta,1.155,3.067
Cr Hf W,1.593,3.356
Cr Hf Os,1.454,4.181
Cr Hf Ir,1.653,3.485
Cr Hf Pt,1.24,3.01
Au Cr Hf,1.217,2.803
Cr Hf Hg,1.247,3.792
Cr Hf Tl,1.376,3.847
Cr Hf Pb,1.314,2.774
Bi Cr Hf,1.46,2.784
Cr Ta W,1.245,3.022
Cr Os Ta,1.087,3.874
Cr Ir Ta,1.312,3.155
Cr Pt Ta,0.839,2.664
Au Cr Ta,0.812,2.448
Cr Hg Ta,0.847,3.474
Cr Ta Tl,0.998,3.53
Cr Pb Ta,0.925,2.418
Bi Cr Ta,1.093,2.429
Cr Os W,1.535,4.141
Cr Ir W,1.729,3.442
Cr Pt W,1.328,2.965
Au Cr W,1.305,2.757
Cr Hg W,1.334,3.751
Cr Tl W,1.46,3.806
Cr Pb W,1.399,2.728
Bi Cr W,1.541,2.738
Cr Ir Os,1.596,4.26
Cr Os Pt,1.174,3.821
Au Cr Os,1.15,3.631
Cr Hg Os,1.181,4.546
Cr Os Tl,1.314,4.596
Cr Os Pb,1.25,3.605
Bi Cr Os,1.399,3.614
Cr Ir Pt,1.393,3.099
Au Cr Ir,1.371,2.894
Cr Hg Ir,1.399,3.874
Cr Ir Tl,1.522,3.929
Cr Ir Pb,1.462,2.865
Bi Cr Ir,1.601,2.875
Au Cr Pt,0.91,2.387
Cr Hg Pt,0.943,3.419
Cr Pt Tl,1.088,3.475
Cr Pb Pt,1.018,2.357
Bi Cr Pt,1.181,2.367
Au Cr Hg,0.917,3.221
Au Cr Tl,1.063,3.278
Au Cr Pb,0.993,2.134
Au Bi Cr,1.157,2.145
Cr Hg Tl,1.095,4.223
Cr Hg Pb,1.026,3.193
Bi Cr Hg,1.188,3.202
Cr Pb Tl,1.166,3.251
Bi Cr Tl,1.32,3.26
Bi Cr Pb,1.256,2.113
Co Fe Mn,1.022,0.688
Cu Fe Mn,1.12,0.433
Fe Mn Zn,0.954,0.773
Fe Mn Rb,1.221,2.891
Fe Mn Sr,1.319,1.665
Fe Mn Mo,1.339,1.192
Ag Fe Mn,1.517,1.23
Cd Fe Mn,0.964,1.689
Cs Fe Mn,1.447,2.214
Ba Fe Mn,1.209,1.419
Fe Hf Mn,1.428,2.0
Fe Mn W,1.51,1.95
Fe Mn Os,1.366,2.9
Fe Ir Mn,1.571,2.1
Au Fe Mn,1.121,1.296
Fe Hg Mn,1.152,2.456
Fe Mn Tl,1.286,2.519
Fe Mn Pb,1.221,1.261
Bi Fe Mn,1.372,1.273
Co Cu Mn,0.674,0.753
Co Mn Rb,0.795,3.128
Co Mn Sr,0.91,1.937
Co Mn Nb,0.87,1.742
Ag Co Mn,1.14,1.518
Cd Co Mn,0.482,1.961
Co Cs Mn,1.059,2.47
Ba Co Mn,0.78,1.7
Co Hf Mn,1.037,2.262
Co Mn Ta,0.596,1.884
Co Mn W,1.131,2.213
Co Mn Os,0.965,3.137
Co Ir Mn,1.201,2.358
Au Co Mn,0.675,1.581
Co Hg Mn,0.712,2.705
Co Mn Tl,0.872,2.766
Co Mn Pb,0.795,1.547
Bi Co Mn,0.972,1.559
Cu Mn Ni,0.582,0.523
Mn Ni Rb,0.708,2.958
Mn Ni Sr,0.827,1.741
Mn Nb Ni,0.786,1.541
Mn Mo Ni,0.852,1.273
Ag Mn Ni,1.065,1.311
Cd Mn Ni,0.38,1.766
Cs Mn Ni,0.982,2.286
Ba Mn Ni,0.692,1.498
Hf Mn Ni,0.959,2.074
Mn Ni Ta,0.501,1.687
Mn Ni W,1.056,2.024
Mn Ni Os,0.885,2.967
Ir Mn Ni,1.128,2.172
Au Mn Ni,0.583,1.376
Hg Mn Ni,0.622,2.526
Mn Ni Tl,0.788,2.588
Mn Ni Pb,0.708,1.342
Cu Mn Rb,0.903,2.94
Cu Mn Sr,1.012,1.721
Cu Mn Y,0.78,0.965
Cu Mn Nb,0.974,1.52
Cu Mn Mo,1.035,1.252
Ag Cu Mn,1.234,1.29
Cd Cu Mn,0.606,1.746
Cs Cu Mn,1.156,2.267
Ba Cu Mn,0.888,1.477
Cu Hf Mn,1.135,2.054
Cu Mn Ta,0.714,1.667
Cu Mn W,1.225,2.004
Cu Mn Os,1.066,2.949
Cu Ir Mn,1.293,2.153
Cu Hg Mn,0.824,2.507
Cu Mn Tl,0.976,2.57
Cu Mn Pb,0.903,1.32
Mn Rb Zn,0.719,3.192
Mn Sr Zn,0.838,2.01
Mn Y Zn,0.585,1.282
Mn Nb Zn,0.797,1.816
Mn Mo Zn,0.863,1.557
Cd Mn Zn,0.393,2.033
In Mn Zn,0.379,1.595
Mn Sn Zn,0.338,1.286
Cs Mn Zn,0.992,2.538
Ba Mn Zn,0.704,1.774
Hf Mn Zn,0.969,2.332
Mn Ta Zn,0.513,1.957
Mn W Zn,1.066,2.283
Mn Os Zn,0.895,3.201
Ir Mn Zn,1.137,2.427
Au Mn Zn,0.595,1.656
Hg Mn Zn,0.634,2.771
Mn Tl Zn,0.799,2.832
Mn Pb Zn,0.719,1.623
Ga Mn Rb,0.814,3.663
Ga Mn Sr,0.927,2.543
Ga Mn Mo,0.951,2.12
Ag Ga Mn,1.156,2.154
Cd Ga Mn,0.503,2.566
Ga In Mn,0.489,2.155
Ga Mn Sn,0.451,1.867
Cs Ga Mn,1.076,3.042
Ba Ga Mn,0.799,2.323
Ga Mn Ta,0.617,2.494
Ga Mn W,1.147,2.801
Au Ga Mn,0.694,2.212
Ga Hg Mn,0.732,3.263
Ga Mn Tl,0.89,3.32
Ga Mn Pb,0.814,2.181
Bi Ga Mn,0.99,2.192
Mn Rb Sr,1.118,3.874
Mn Rb Y,0.896,3.289
Mn Rb Zr,0.836,3.354
Mn Nb Rb,1.081,3.717
Mn Mo Rb,1.14,3.508
Ag Mn Rb,1.331,3.537
Cd Mn Rb,0.731,3.894
In Mn Rb,0.718,3.539
Mn Rb Sn,0.684,3.292
Cs Mn Rb,1.256,4.311
Ba Mn Rb,0.999,3.683
Hf Mn Rb,1.235,4.139
Mn Rb Ta,0.833,3.831
Mn Rb W,1.323,4.099
Mn Os Rb,1.169,4.869
Ir Mn Rb,1.388,4.219
Mn Pt Rb,0.93,3.779
Au Mn Rb,0.904,3.588
Hg Mn Rb,0.938,4.506
Mn Rb Tl,1.083,4.557
Mn Pb Rb,1.013,3.561
Mn Sr Y,1.006,2.12
Mn Sr Zr,0.949,2.194
Mn Nb Sr,1.184,2.604
Mn Mo Sr,1.24,2.369
Ag Mn Sr,1.424,2.402
Cd Mn Sr,0.849,2.803
In Mn Sr,0.837,2.403
Cs Mn Sr,1.352,3.267
Ba Mn Sr,1.105,2.566
Hf Mn Sr,1.332,3.077
Mn Sr Ta,0.946,2.733
Mn Sr W,1.416,3.032
Mn Os Sr,1.268,3.883
Ir Mn Sr,1.48,3.165
Mn Pt Sr,1.039,2.674
Au Mn Sr,1.013,2.459
Hg Mn Sr,1.046,3.483
Mn Sr Tl,1.185,3.539
Mn Pb Sr,1.118,2.429
Mn Y Zr,0.71,1.483
Mn Nb Y,0.967,1.929
Mn Mo Y,1.028,1.674
Ag Mn Y,1.228,1.71
Cd Mn Y,0.598,2.144
Cs Mn Y,1.15,2.642
Ba Mn Y,0.881,1.888
Hf Mn Y,1.128,2.438
Mn Ta Y,0.706,2.068
Mn W Y,1.219,2.39
Mn Os Y,1.059,3.298
Ir Mn Y,1.287,2.533
Mn Pt Y,0.809,2.004
Hg Mn Y,0.816,2.872
Mn Tl Y,0.969,2.932
Mn Pb Y,0.896,1.739
Bi Mn Y,1.066,1.75
Mn Nb Zr,0.91,2.004
Mn Mo Zr,0.973,1.752
Ag Mn Zr,1.176,1.788
Cd Mn Zr,0.53,2.217
Cs Mn Zr,1.096,2.712
Ba Mn Zr,0.822,1.964
Mn Ta Zr,0.642,2.142
Mn W Zr,1.167,2.462
Mn Os Zr,1.004,3.362
Ir Mn Zr,1.236,2.603
Mn Pt Zr,0.747,2.079
Au Mn Zr,0.718,1.849
Hg Mn Zr,0.755,2.94
Bi Mn Zr,1.011,1.827
Mn Mo Nb,1.205,2.183
Ag Mn Nb,1.392,2.217
Cd Mn Nb,0.808,2.626
In Mn Nb,0.796,2.219
Mn Nb Sn,0.763,1.933
Cs Mn Nb,1.319,3.099
Ba Mn Nb,1.068,2.385
Hf Mn Nb,1.298,2.906
Mn Nb Ta,0.907,2.555
Mn Nb W,1.384,2.86
Mn Nb Os,1.234,3.725
Ir Mn Nb,1.448,2.995
Mn Nb Pt,1.001,2.495
Au Mn Nb,0.975,2.275
Hg Mn Nb,1.008,3.319
Mn Nb Tl,1.15,3.376
Mn Nb Pb,1.081,2.244
Bi Mn Nb,1.24,2.255
Ag Mn Mo,1.444,1.971
Cd Mn Mo,0.873,2.392
In Mn Mo,0.861,1.973
Mn Mo Sn,0.829,1.678
Cs Mn Mo,1.372,2.877
Ba Mn Mo,1.127,2.143
Hf Mn Mo,1.352,2.678
Mn Mo Ta,0.97,2.318
Mn Mo W,1.436,2.631
Mn Mo Os,1.289,3.517
Ir Mn Mo,1.499,2.77
Mn Mo Pt,1.061,2.256
Au Mn Mo,1.036,2.031
Hg Mn Mo,1.068,3.101
Mn Mo Tl,1.207,3.16
Mn Mo Pb,1.14,1.999
Bi Mn Mo,1.295,2.01
Ag Cd Mn,1.085,2.425
Ag In Mn,1.074,2.007
Ag Cs Mn,1.548,2.908
Ag Ba Mn,1.319,2.178
Ag Hf Mn,1.53,2.71
Ag Mn Ta,1.173,2.352
Ag Mn W,1.609,2.664
Ag Mn Os,1.47,3.546
Ag Ir Mn,1.668,2.802
Ag Mn Pt,1.258,2.29
Ag Hg Mn,1.265,3.132
Ag Mn Tl,1.393,3.19
Ag Mn Pb,1.331,2.034
Ag Bi Mn,1.476,2.045
Cd In Mn,0.392,2.426
Cd Mn Sn,0.351,2.147
Cd Cs Mn,1.002,3.288
Ba Cd Mn,0.715,2.588
Cd Hf Mn,0.979,3.098
Cd Mn Ta,0.526,2.755
Cd Mn W,1.076,3.053
Cd Mn Os,0.906,3.902
Cd Ir Mn,1.147,3.186
Cd Mn Pt,0.637,2.696
Au Cd Mn,0.607,2.481
Cd Hg Mn,0.646,3.503
Cd Mn Tl,0.81,3.559
Cd Mn Pb,0.731,2.451
Bi Cd Mn,0.913,2.462
In Mn Sn,0.336,1.715
Cs In Mn,0.991,2.909
Ba In Mn,0.703,2.179
Hf In Mn,0.968,2.712
In Mn Ta,0.512,2.353
In Mn W,1.065,2.665
Au In Mn,0.594,2.067
Hg In Mn,0.633,3.133
In Mn Tl,0.798,3.192
In Mn Pb,0.718,2.035
Bi In Mn,0.901,2.046
Cs Mn Sn,0.96,2.645
Mn Sn Ta,0.474,2.072
Hg Mn Sn,0.597,2.876
Mn Sn Tl,0.764,2.935
Mn Pb Sn,0.684,1.743
Bi Mn Sn,0.87,1.754
Ba Cs Mn,1.243,3.063
Cs Hf Mn,1.46,3.549
Cs Mn Ta,1.093,3.222
Cs Mn W,1.541,3.506
Cs Mn Os,1.399,4.319
Cs Ir Mn,1.601,3.633
Cs Mn Pt,1.181,3.165
Au Cs Mn,1.157,2.962
Cs Hg Mn,1.188,3.936
Cs Mn Tl,1.32,3.99
Cs Mn Pb,1.256,2.933
Ba Hf Mn,1.223,2.869
Ba Mn Ta,0.818,2.517
Ba Mn W,1.311,2.823
Ba Mn Os,1.156,3.692
Ba Ir Mn,1.376,2.959
Ba Mn Pt,0.916,2.456
Au Ba Mn,0.889,2.236
Ba Hg Mn,0.923,3.284
Ba Mn Tl,1.07,3.341
Ba Mn Pb,0.999,2.205
Hf Mn Ta,1.071,3.03
Hf Mn W,1.522,3.32
Hf Mn Os,1.379,4.148
Hf Ir Mn,1.583,3.449
Hf Mn Pt,1.16,2.973
Au Hf Mn,1.135,2.765
Hf Hg Mn,1.166,3.758
Hf Mn Tl,1.3,3.813
Hf Mn Pb,1.235,2.736
Bi Hf Mn,1.385,2.746
Mn Ta W,1.164,2.985
Mn Os Ta,1.001,3.84
Ir Mn Ta,1.234,3.119
Mn Pt Ta,0.744,2.625
Au Mn Ta,0.715,2.409
Hg Mn Ta,0.752,3.438
Mn Ta Tl,0.909,3.495
Mn Pb Ta,0.833,2.379
Bi Mn Ta,1.008,2.389
Mn Os W,1.462,4.108
Ir Mn W,1.661,3.406
Mn Pt W,1.25,2.928
Au Mn W,1.226,2.719
Hg Mn W,1.256,3.716
Mn Tl W,1.385,3.771
Mn Pb W,1.323,2.69
Bi Mn W,1.468,2.7
Ir Mn Os,1.525,4.227
Mn Os Pt,1.091,3.787
Au Mn Os,1.067,3.596
Hg Mn Os,1.098,4.514
Mn Os Tl,1.235,4.565
Mn Os Pb,1.169,3.57
Bi Mn Os,1.323,3.579
Ir Mn Pt,1.317,3.062
Au Ir Mn,1.294,2.856
Hg Ir Mn,1.323,3.84
Ir Mn Tl,1.449,3.895
Ir Mn Pb,1.388,2.827
Bi Ir Mn,1.53,2.837
Hg Mn Pt,0.852,3.383
Mn Pt Tl,1.003,3.44
Mn Pb Pt,0.93,2.317
Au Mn Tl,0.977,3.242
Au Mn Pb,0.904,2.093
Au Bi Mn,1.073,2.104
Hg Mn Tl,1.01,4.191
Hg Mn Pb,0.938,3.157
Bi Hg Mn,1.105,3.166
Mn Pb Tl,1.083,3.215
Bi Mn Tl,1.241,3.224
Bi Mn Pb,1.176,2.072
Co Cu Fe,0.979,0.248
Co Fe Zn,0.802,0.598
Co Fe Rb,1.086,2.756
Co Fe Sr,1.188,1.509
Co Fe Mo,1.209,1.026
Ag Co Fe,1.396,1.065
Cd Co Fe,0.813,1.534
Co Cs Fe,1.323,2.069
Ba Co Fe,1.072,1.258
Co Fe Hf,1.302,1.851
Co Fe Ta,0.912,1.453
Co Fe W,1.388,1.799
Co Fe Os,1.238,2.766
Co Fe Ir,1.452,1.952
Co Fe Pt,1.006,1.384
Co Fe Hg,1.013,2.314
Co Fe Tl,1.154,2.378
Co Fe Pb,1.086,1.096
Bi Co Fe,1.244,1.109
Fe Ni Rb,1.009,2.578
Fe Ni Sr,1.114,1.302
Fe Nb Ni,1.078,1.09
Fe Mo Ni,1.136,0.805
Ag Fe Ni,1.328,0.846
Cd Fe Ni,0.727,1.328
Cs Fe Ni,1.252,1.876
Ba Fe Ni,0.995,1.044
Fe Hf Ni,1.232,1.653
Fe Ni W,1.319,1.6
Fe Ni Os,1.166,2.588
Fe Ir Ni,1.385,1.756
Au Fe Ni,0.9,0.914
Fe Hg Ni,0.934,2.127
Fe Ni Tl,1.079,2.192
Fe Ni Pb,1.009,0.878
Bi Fe Ni,1.172,0.891
Cu Fe Zn,0.909,0.338
Cu Fe Rb,1.182,2.56
Cu Fe Sr,1.28,1.281
Cu Fe Zr,1.017,0.567
Cu Fe Nb,1.246,1.068
Cu Fe Mo,1.301,0.782
Ag Cu Fe,1.482,0.823
Cd Cu Fe,0.92,1.307
Cu Fe In,0.908,0.825
Cs Cu Fe,1.41,1.856
Ba Cu Fe,1.169,1.022
Cu Fe Hf,1.391,1.632
Cu Fe Ta,1.014,1.223
Cu Fe W,1.474,1.579
Cu Fe Os,1.328,2.57
Cu Fe Ir,1.536,1.736
Cu Fe Hg,1.111,2.108
Cu Fe Tl,1.247,2.173
Cu Fe Pb,1.182,0.855
Bi Cu Fe,1.335,0.868
Fe Ga Zn,0.82,1.31
Fe Rb Zn,1.019,2.822
Fe Sr Zn,1.124,1.585
Fe Y Zn,0.902,0.815
Fe Mo Zn,1.146,1.107
Ag Fe Zn,1.337,1.146
Cd Fe Zn,0.738,1.61
Fe In Zn,0.725,1.148
Fe Sn Zn,0.691,0.819
Cs Fe Zn,1.262,2.14
Ba Fe Zn,1.005,1.337
Fe Hf Zn,1.241,1.924
Fe Ta Zn,0.84,1.53
Fe W Zn,1.328,1.873
Fe Os Zn,1.175,2.831
Fe Ir Zn,1.393,2.024
Au Fe Zn,0.91,1.212
Fe Hg Zn,0.944,2.383
Fe Tl Zn,1.089,2.447
Fe Pb Zn,1.019,1.177
Bi Fe Zn,1.181,1.189
Fe Ga Rb,1.102,3.311
Fe Ga Sr,1.204,2.146
Fe Ga Mo,1.225,1.701
Ag Fe Ga,1.411,1.737
Cd Fe Ga,0.831,2.169
Fe Ga In,0.819,1.738
Fe Ga Sn,0.787,1.435
Cs Fe Ga,1.338,2.666
Ba Fe Ga,1.089,1.914
Fe Ga W,1.403,2.415
Au Fe Ga,0.997,1.798
Fe Ga Hg,1.03,2.896
Fe Ga Tl,1.17,2.956
Fe Ga Pb,1.102,1.766
Bi Fe Ga,1.26,1.777
Fe Rb Sr,1.376,3.53
Fe Rb Y,1.175,2.923
Fe Rb Zr,1.122,2.99
Fe Nb Rb,1.343,3.367
Fe Mo Rb,1.396,3.151
Ag Fe Rb,1.571,3.181
Cd Fe Rb,1.029,3.55
Fe In Rb,1.018,3.182
Fe Rb Sn,0.988,2.926
Cs Fe Rb,1.502,3.981
Ba Fe Rb,1.268,3.332
Fe Hf Rb,1.483,3.804
Fe Rb Ta,1.12,3.486
Fe Rb W,1.563,3.763
Fe Os Rb,1.422,4.557
Fe Ir Rb,1.623,3.886
Fe Pt Rb,1.206,3.431
Au Fe Rb,1.182,3.233
Fe Hg Rb,1.213,4.182
Fe Rb Tl,1.344,4.235
Fe Pb Rb,1.281,3.206
Bi Fe Rb,1.428,3.215
Fe Sr Y,1.274,1.701
Fe Sr Zr,1.223,1.779
Fe Nb Sr,1.436,2.209
Fe Mo Sr,1.487,1.963
Ag Fe Sr,1.657,1.998
Cd Fe Sr,1.134,2.417
Fe In Sr,1.123,1.999
Fe Sn Sr,1.094,1.705
Cs Fe Sr,1.59,2.901
Ba Fe Sr,1.364,2.169
Fe Hf Sr,1.572,2.703
Fe Sr Ta,1.221,2.344
Fe Sr W,1.65,2.656
Fe Os Sr,1.513,3.539
Fe Ir Sr,1.708,2.794
Fe Pt Sr,1.304,2.282
Au Fe Sr,1.281,2.057
Fe Hg Sr,1.31,3.125
Fe Sr Tl,1.437,3.183
Fe Pb Sr,1.376,2.025
Bi Fe Sr,1.519,2.036
Fe Nb Y,1.24,1.5
Ag Fe Y,1.476,1.269
Cd Fe Y,0.913,1.726
Fe In Y,0.901,1.27
Cs Fe Y,1.405,2.249
Ba Fe Y,1.162,1.457
Fe Hf Y,1.385,2.035
Fe Ta Y,1.007,1.647
Fe Os Y,1.322,2.932
Fe Ir Y,1.53,2.134
Fe Pt Y,1.098,1.579
Au Fe Y,1.073,1.334
Fe Hg Y,1.105,2.489
Fe Tl Y,1.241,2.552
Fe Pb Y,1.175,1.299
Bi Fe Y,1.329,1.311
Ag Fe Zr,1.429,1.351
Cd Fe Zr,0.854,1.803
Fe In Zr,0.842,1.352
Cs Fe Zr,1.356,2.321
Ba Fe Zr,1.109,1.537
Fe W Zr,1.421,2.06
Fe Os Zr,1.272,3.0
Fe Ir Zr,1.484,2.208
Fe Pt Zr,1.043,1.658
Au Fe Zr,1.018,1.415
Fe Hg Zr,1.051,2.56
Fe Tl Zr,1.19,2.622
Bi Fe Zr,1.279,1.393
Fe Mo Nb,1.455,1.768
Ag Fe Nb,1.627,1.804
Cd Fe Nb,1.097,2.232
Fe In Nb,1.087,1.805
Cs Fe Nb,1.559,2.726
Ba Fe Nb,1.331,1.979
Fe Hf Nb,1.541,2.524
Fe Nb Ta,1.186,2.158
Fe Nb W,1.62,2.476
Fe Nb Os,1.481,3.376
Fe Ir Nb,1.679,2.618
Fe Hg Nb,1.277,2.954
Fe Nb Tl,1.405,3.014
Fe Nb Pb,1.343,1.832
Bi Fe Nb,1.487,1.843
Ag Fe Mo,1.675,1.545
Cd Fe Mo,1.155,1.987
Fe In Mo,1.145,1.546
Fe Mo Sn,1.116,1.235
Cs Fe Mo,1.609,2.494
Ba Fe Mo,1.384,1.726
Fe Mo Ta,1.242,1.91
Fe Mo W,1.668,2.238
Fe Mo Os,1.532,3.16
Fe Ir Mo,1.726,2.383
Fe Mo Pt,1.324,1.845
Au Fe Mo,1.302,1.607
Fe Hg Mo,1.331,2.728
Fe Mo Tl,1.457,2.789
Fe Mo Pb,1.396,1.574
Bi Fe Mo,1.538,1.585
Ag Cd Fe,1.345,2.021
Ag Fe In,1.336,1.583
Ag Fe Sn,1.309,1.273
Ag Cs Fe,1.772,2.527
Ag Ba Fe,1.56,1.762
Ag Fe Hf,1.755,2.32
Ag Fe Ta,1.426,1.945
Ag Fe W,1.828,2.271
Ag Fe Os,1.699,3.19
Ag Fe Ir,1.884,2.416
Ag Fe Pt,1.504,1.88
Ag Au Fe,1.482,1.644
Ag Fe Hg,1.51,2.76
Ag Fe Tl,1.628,2.821
Ag Fe Pb,1.571,1.611
Ag Bi Fe,1.705,1.622
Cd Fe In,0.737,2.023
Cd Fe Sn,0.703,1.73
Cd Cs Fe,1.271,2.922
Ba Cd Fe,1.016,2.193
Cd Fe Hf,1.25,2.725
Cd Fe Ta,0.851,2.367
Cd Fe W,1.337,2.678
Cd Fe Os,1.184,3.559
Cd Fe Ir,1.402,2.816
Cd Fe Pt,0.947,2.305
Au Cd Fe,0.921,2.081
Cd Fe Hg,0.955,3.146
Cd Fe Tl,1.099,3.204
Cd Fe Pb,1.029,2.049
Bi Cd Fe,1.191,2.06
Fe In Sn,0.69,1.274
Cs Fe In,1.261,2.528
Ba Fe In,1.004,1.763
Fe Hf In,1.24,2.321
Fe In W,1.327,2.273
Au Fe In,0.909,1.645
Fe Hg In,0.943,2.761
Fe In Tl,1.088,2.822
Fe In Pb,1.018,1.612
Bi Fe In,1.181,1.624
Cs Fe Sn,1.233,2.252
Ba Fe Sn,0.974,1.461
Fe Sn W,1.301,1.989
Fe Hg Sn,0.912,2.493
Fe Sn Tl,1.059,2.555
Fe Pb Sn,0.988,1.303
Bi Fe Sn,1.152,1.315
Ba Cs Fe,1.49,2.688
Cs Fe Hf,1.69,3.193
Cs Fe Ta,1.354,2.853
Cs Fe W,1.765,3.148
Cs Fe Os,1.633,3.99
Cs Fe Ir,1.821,3.28
Cs Fe Pt,1.433,2.795
Au Cs Fe,1.411,2.583
Cs Fe Hg,1.439,3.594
Cs Fe Tl,1.561,3.65
Cs Fe Pb,1.502,2.553
Bi Cs Fe,1.639,2.563
Ba Fe Hf,1.471,2.486
Ba Fe Ta,1.107,2.118
Ba Fe W,1.552,2.438
Ba Fe Os,1.411,3.341
Ba Fe Ir,1.612,2.58
Ba Fe Pt,1.193,2.054
Au Ba Fe,1.17,1.823
Ba Fe Hg,1.2,2.918
Ba Fe Tl,1.332,2.977
Ba Fe Pb,1.268,1.791
Ba Bi Fe,1.417,1.802
Fe Hf Os,1.615,3.813
Fe Hf Ir,1.804,3.09
Fe Hf Pt,1.414,2.594
Au Fe Hf,1.392,2.377
Fe Hf Hg,1.42,3.41
Fe Hf Tl,1.542,3.467
Fe Hf Pb,1.483,2.347
Fe Os Ta,1.27,3.495
Fe Ir Ta,1.481,2.746
Fe Pt Ta,1.041,2.231
Au Fe Ta,1.015,2.005
Fe Hg Ta,1.048,3.078
Fe Ta Tl,1.187,3.137
Fe Pb Ta,1.12,1.973
Bi Fe Ta,1.276,1.984
Fe Os W,1.692,3.771
Fe Ir W,1.877,3.045
Fe Pt W,1.496,2.547
Au Fe W,1.475,2.329
Fe Hg W,1.502,3.367
Fe Tl W,1.621,3.424
Fe Pb W,1.563,2.298
Bi Fe W,1.698,2.309
Fe Ir Os,1.75,3.895
Fe Os Pt,1.352,3.44
Au Fe Os,1.329,3.242
Fe Hg Os,1.358,4.191
Fe Os Tl,1.483,4.243
Fe Os Pb,1.422,3.215
Bi Fe Os,1.563,3.224
Fe Ir Pt,1.557,2.687
Au Fe Ir,1.537,2.473
Fe Hg Ir,1.563,3.495
Fe Ir Tl,1.68,3.551
Fe Ir Pb,1.623,2.442
Bi Fe Ir,1.755,2.453
Au Fe Pt,1.105,1.94
